그룹,4개사,11개사,N,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),금리,유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일,차입금구분기표_Usance,차입금구분기표_CP,차입금구분기표_기타장기차입,차입금구분기표_차입금소계
Y,N,Y,N,글로벌,2024,11,하반기,4분기,IS(별도),실적,"42,889,807,224","24,398,704,090","18,491,103,134","13,095,734.60","1,199,358,057","16,087,371","1,183,270,686",2.76,"2,147,857,041","754,774,207","71,013,846",,"1,322,068,988","3,331,127,727","-1,646,116,629","-1,511,019,337",,"-135,097,792",,,500,"1,685,011,098","1,685,011,098",3.93,"352,000,000",,"1,333,011,098",0.74,"84,417,814","1,595,437,151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,글로벌,2024,12,하반기,4분기,IS(별도),계획,"49,765,500,000","49,765,500,000",,0,"1,548,166,667","150,250,000","1,397,916,667",2.81,"1,375,833,333",0,,,"1,375,833,333","2,773,750,000","-2,360,666,667","-2,360,666,667",,,,,,"413,083,333",,0.83,"90,833,333",,"322,250,000",,,0,"25,000,000","2,385,666,666.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,글로벌,2024,12,하반기,4분기,IS(별도),실적,"50,418,710,592","24,396,867,184","26,021,843,408","18,086,690.40","1,617,232,179","1,751,079,140","-133,846,961",-0.27,"2,871,391,073","178,938,704","1,112,415,241",,"1,580,037,128","2,737,544,112","-2,021,824,153","-1,750,896,501",,"29,246,085",,,"-300,173,737","715,719,959","715,719,959",1.42,"-49,634,569",,"765,354,528",-0.07,"61,344,003","1,812,240,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,글로벌,2024,6,상반기,2분기,IS(별도),계획,"49,765,500,000","49,765,500,000",,0,"1,548,166,667","150,250,000","1,397,916,667",2.81,"1,375,833,333",0,,,"1,375,833,333","2,773,750,000","-2,360,666,667","-2,360,666,667",,,,,,"413,083,333",,0.83,"90,833,333",,"322,250,000",,,0,"25,000,000","2,385,666,666.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,글로벌,2024,6,상반기,2분기,IS(별도),실적,"49,544,082,717","27,532,999,272","22,011,083,445","15,803,662.50","1,109,794,498","92,354,673","1,017,439,825",2.05,"2,009,295,765","-483,222,404","1,186,561,399",,"1,305,956,770","3,026,735,590","-1,876,867,842","-1,881,966,463",,"5,615,424",,,"-516,803","1,149,867,748","1,149,867,748",2.32,"229,101,953",,"920,765,795",0.53,"45,061,577","1,927,028,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,1,상반기,1분기,IS(별도),계획,"15,735,101,515","15,735,101,515",0,,"9,182,487,946","9,546,319,939","-363,831,993",-2.31,0,0,0,0,0,"-363,831,993","3,780,030,907","-1,469,545,226",0,0,"5,259,576,133",0,"-10,000,000","3,416,198,914",,21.71,"826,720,137",0,"2,589,478,777",-0.24,"69,768,251","1,539,313,477","377,872,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,1,상반기,1분기,IS(별도),실적,"22,383,340,990","22,383,340,990",0,0,"11,061,965,278","9,244,647,082","1,817,318,196",8.12,0,0,0,0,0,"1,817,318,196","-1,421,327,230","-1,475,051,698",0,"-248,189,307","301,480,187","8,952,662","-8,519,074","395,990,966",,1.77,0,0,"395,990,966",1.18,"65,265,300","1,540,316,998","2,535,913,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,2,상반기,1분기,IS(별도),계획,"17,751,962,644","17,751,962,644",0,,"9,985,469,956","10,375,785,721","-390,315,765",-2.2,0,0,0,0,0,"-390,315,765","3,929,875,500","-1,322,662,368",0,0,"5,291,687,868",0,"-39,150,000","3,539,559,735",,19.94,"856,573,456",0,"2,682,986,279",-0.28,"61,755,425","1,384,417,793","359,455,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,2,상반기,1분기,IS(별도),실적,"13,965,674,137","13,965,674,137",0,0,"8,307,105,164","7,486,278,935","820,826,229",5.88,0,0,0,0,0,"820,826,229","1,903,762,548","-1,387,972,296",0,"-14,440,830","2,951,444,440","5,750,000","348,981,234","2,724,588,777","2,724,588,777",19.51,0,0,"2,724,588,777",0.57,"42,248,321","1,430,220,617","1,539,571,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,3,상반기,1분기,IS(별도),계획,"24,243,497,557","24,243,497,557",0,,"9,448,090,896","11,005,658,091","-1,557,567,195",-6.42,0,0,0,0,0,"-1,557,567,195","3,857,954,543","-1,468,932,928",0,0,"5,386,887,471",0,"-60,000,000","2,300,387,348",,9.49,"556,693,738",0,"1,743,693,610",-1.02,"62,766,425","1,531,699,353","-801,698,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,3,상반기,1분기,IS(별도),실적,"16,871,174,894","16,871,174,894",0,0,"6,825,129,725","8,979,751,400","-2,154,621,675",-12.77,0,0,0,0,0,"-2,154,621,675","7,994,222,347","-1,277,911,567",0,"-138,538,073","10,474,606,644","2,000,000","-1,065,934,657","5,839,600,672","5,839,600,672",34.61,"1,811,759,400",0,"4,027,841,272",-1.4,"258,226,017","1,536,137,584","-1,484,178,676","1,188.21","4,947.55",1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,4,상반기,2분기,IS(별도),계획,"22,111,424,465","22,111,424,465",0,,"12,898,564,217","12,010,448,110","888,116,107",4.02,0,0,0,0,0,"888,116,107","4,273,830,340","-1,508,019,432",0,0,"5,876,849,772",0,"-95,000,000","5,161,946,447",,23.35,"1,249,191,040",0,"3,912,755,407",0.57,"47,762,758","1,555,782,190","1,648,276,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,4,상반기,2분기,IS(별도),실적,"26,032,122,320","26,032,122,320",0,0,"11,424,970,344","9,967,716,747","1,457,253,597",5.6,0,0,0,0,0,"1,457,253,597","-1,860,719,510","-1,449,415,889",0,"-793,594,393","-270,990,783","3,040,000","650,241,555","-403,465,913","-403,465,913",-1.55,0,0,"-403,465,913",0.94,"95,924,153","1,545,340,042","2,168,420,865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,5,상반기,2분기,IS(별도),계획,"23,473,474,476","23,473,474,476",0,,"13,952,874,516","11,183,213,065","2,769,661,451",11.8,0,0,0,0,0,"2,769,661,451","4,359,514,007","-1,492,196,018",0,0,"5,863,710,025",0,"-12,000,000","7,129,175,458",,30.37,"1,725,260,461",0,"5,403,914,997",1.8,"48,099,758","1,540,295,776","3,530,158,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,5,상반기,2분기,IS(별도),실적,"22,758,286,088","22,758,286,088",0,0,"13,085,016,147","10,788,375,672","2,296,640,475",10.09,0,0,0,0,0,"2,296,640,475","9,385,199,717","-1,454,002,096",0,"377,238,074","9,130,538,125",0,"1,331,425,614","11,681,840,192","11,681,840,192",51.33,0,0,"11,681,840,192",1.46,"121,790,763","1,575,792,859","3,021,058,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,6,상반기,2분기,IS(별도),계획,"28,194,208,478","28,194,208,478",0,,"14,238,881,801","12,048,615,717","2,190,266,084",7.77,0,0,0,0,0,"2,190,266,084","3,637,055,658","-1,473,049,608",0,0,"5,170,105,266",0,"-60,000,000","5,827,321,742",,20.67,"1,410,211,862",0,"4,417,109,880",1.44,"47,762,758","1,520,812,366","2,942,805,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,6,상반기,2분기,IS(별도),실적,"18,367,365,741","18,367,365,741",0,0,"10,984,785,906","9,267,913,472","1,716,872,434",9.35,0,0,0,0,0,"1,716,872,434","-3,001,475,073","-1,402,345,481",0,"-779,825,593","622,878,220",0,"-1,442,182,219","-1,284,602,639","-1,284,602,639",-6.99,"2,664,989,712",0,"-3,949,592,351",1.12,"132,046,862","1,534,392,343","2,436,630,963","1,170.50","4,630.64",1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,7,하반기,3분기,IS(별도),계획,"16,262,828,199","16,262,828,199",0,,"10,296,941,792","9,288,624,591","1,008,317,201",6.2,0,0,0,0,0,"1,008,317,201","4,196,225,282","-1,488,329,935",0,0,"5,714,555,217",0,"-30,000,000","5,204,542,483",,32,"1,259,499,281",0,"3,945,043,202",0.66,"48,099,758","1,536,429,693","1,768,906,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,7,하반기,3분기,IS(별도),실적,"16,371,167,983","16,371,167,983",0,0,"10,165,517,550","8,404,809,404","1,760,708,146",10.75,0,0,0,0,0,"1,760,708,146","4,617,896,767","-1,394,186,786",0,"-236,530,217","6,252,829,196","9,812,916","-14,028,342","6,378,604,913","6,378,604,913",38.96,0,0,"6,378,604,913",1.17,"114,294,584","1,508,481,370","2,478,941,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,8,하반기,3분기,IS(별도),계획,"15,503,372,907","15,503,372,907",0,,"9,799,907,011","8,624,313,427","1,175,593,584",7.58,0,0,0,0,0,"1,175,593,584","4,251,077,474","-1,486,087,283",0,0,"5,747,164,757",0,"-10,000,000","5,426,671,058",,35,"1,313,254,396",0,"4,113,416,662",0.77,"48,099,758","1,534,187,041","1,948,501,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,8,하반기,3분기,IS(별도),실적,"17,805,664,239","17,805,664,239",0,0,"11,525,200,069","10,592,655,275","932,544,794",5.24,0,0,0,0,0,"932,544,794","1,247,462,123","-1,378,729,985",0,"-702,652,157","3,337,216,852",0,"-8,372,587","2,180,006,917","2,180,006,917",12.24,0,0,"2,180,006,917",0.63,"110,189,681","1,488,919,666","1,651,987,127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,9,하반기,3분기,IS(별도),계획,"29,537,879,606","29,537,879,606",0,,"10,856,516,605","12,506,384,674","-1,649,868,069",-5.59,0,0,0,0,0,"-1,649,868,069","4,492,544,540","-1,466,893,576",0,0,"6,076,438,116",0,"-117,000,000","2,842,676,471",,9.62,"687,927,706",0,"2,154,748,765",-1.09,"47,762,758","1,514,656,334","-875,273,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,9,하반기,3분기,IS(별도),실적,"16,354,074,878","16,354,074,878",0,0,"6,204,307,126","9,426,932,272","-3,222,625,146",-19.71,0,0,0,0,0,"-3,222,625,146","-8,300,321,131","-1,387,713,406",0,"-1,501,726,880","-4,344,403,358","-2,454,667","-1,064,022,820","-11,522,946,277","-11,522,946,277",-70.46,"-731,501,524",0,"-10,791,444,753",-2.17,"98,876,760","1,486,590,166","-2,491,855,949","1,107.49","4,707.18",1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,10,하반기,4분기,IS(별도),계획,"23,329,121,995","23,329,121,995",0,,"14,014,025,803","12,154,081,015","1,859,944,788",7.97,0,0,0,0,0,"1,859,944,788","4,212,137,638","-1,477,679,074",0,0,"5,749,816,712",0,"-60,000,000","6,072,082,426",,26.03,"1,469,443,947",0,"4,602,638,479",1.22,"48,099,758","1,525,778,832","2,634,876,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,10,하반기,4분기,IS(별도),실적,"21,213,181,007","21,213,181,007",0,0,"11,995,856,209","10,446,517,741","1,549,338,468",7.3,0,0,0,0,0,"1,549,338,468","-1,155,507,420","-1,403,991,452",0,"212,895,146","86,291,077",0,"-50,702,191","393,831,048","393,831,048",1.86,0,0,"393,831,048",1.02,"119,441,336","1,523,432,788","2,287,474,429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,11,하반기,4분기,IS(별도),계획,"26,946,027,675","26,946,027,675",0,,"14,940,998,068","11,575,534,101","3,365,463,967",12.49,0,0,0,0,0,"3,365,463,967","4,560,764,395","-1,416,704,932",0,0,"5,866,619,326",0,"110,850,001","7,926,228,362",,29.42,"1,918,147,264",0,"6,008,081,098",2.3,"47,762,758","1,464,467,690","4,141,091,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,11,하반기,4분기,IS(별도),실적,"19,430,734,456","19,430,734,456",0,0,"10,811,667,175","9,456,035,329","1,355,631,846",6.98,0,0,0,0,0,"1,355,631,846","2,243,478,036","-1,390,130,416",0,"1,512,473,908","2,114,810,935","1,808,341","4,515,268","3,599,109,882","3,599,109,882",18.52,0,0,"3,599,109,882",0.9,"111,320,181","1,501,450,597","2,093,775,511",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,12,하반기,4분기,IS(별도),계획,"33,364,433,092","33,364,433,092",0,,"16,622,580,992","14,042,707,236","2,579,873,756",7.73,0,0,0,0,0,"2,579,873,756","1,828,622,265","-1,481,404,458",0,0,"5,967,260,056",0,"-2,657,233,333","4,408,496,021",,13.21,"1,066,856,037",0,"3,341,639,984",1.69,"48,099,758","1,529,504,216","3,357,472,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2022,12,하반기,4분기,IS(별도),실적,"20,161,455,325","20,161,455,325",0,0,"11,317,289,754","10,628,160,698","689,129,056",3.42,0,0,0,0,0,"689,129,056","-17,054,123,784","-1,547,214,080",0,"1,024,362,572","-13,750,402,623","757,253,760","-3,538,123,413","-16,364,994,728","-16,364,994,728",-81.17,"-4,953,646,486",0,"-11,411,348,242",0.41,"130,947,442","1,678,161,522","1,430,243,995","1,182.28","5,666.25",2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,1,상반기,1분기,IS(별도),계획,"15,733,013,850","15,733,013,850",0,,"9,783,126,824","9,701,455,000","81,671,824",0.52,0,0,0,0,0,"81,671,824","213,634,858","-1,425,174,297",0,0,"1,658,809,155",0,"-20,000,000","295,306,682",,1.88,"71,464,217",0,"223,842,465",0.05,"95,318,619","1,520,492,916","778,276,321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,1,상반기,1분기,IS(별도),실적,"14,014,281,924","14,014,281,924",0,0,"8,684,770,596","8,052,069,573","632,701,023",4.51,0,0,0,0,0,"632,701,023","4,281,005,178","-1,533,537,572",0,"607,222,031","5,089,528,781","20,953,310","96,838,628","4,913,706,201","4,913,706,201",35.06,0,0,"4,913,706,201",0.39,"94,989,738","1,628,527,310","1,324,646,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,2,상반기,1분기,IS(별도),계획,"15,119,427,134","15,119,427,134",0,,"9,152,715,415","8,722,322,424","430,392,991",2.85,0,0,0,0,0,"430,392,991","289,484,724","-1,360,570,756",0,0,"1,810,055,480",0,"-160,000,000","719,877,715",,4.76,"174,210,407",0,"545,667,308",0.3,"59,860,493","1,420,431,249","1,126,245,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,2,상반기,1분기,IS(별도),실적,"19,275,146,611","19,275,146,611",0,0,"9,231,451,535","8,386,493,173","844,958,362",4.38,0,0,0,0,0,"844,958,362","3,948,142,776","-1,493,321,971",0,"-882,235,314","4,739,086,422",0,"1,584,613,639","4,793,101,138","4,793,101,138",24.87,0,0,"4,793,101,138",0.54,"64,501,673","1,557,823,644","1,525,818,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,3,상반기,1분기,IS(별도),계획,"20,611,758,935","20,611,758,935",0,,"9,321,517,116","11,614,096,634","-2,292,579,518",-11.12,0,0,0,0,0,"-2,292,579,518","689,143,839","-1,485,776,106",0,0,"2,234,919,945",0,"-60,000,000","-1,603,435,679",,-7.78,"-388,031,434",0,"-1,215,404,245",-1.48,"62,138,352","1,547,914,458","-1,576,087,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,3,상반기,1분기,IS(별도),실적,"18,924,513,229","18,924,513,229",0,0,"8,136,112,450","8,929,811,936","-793,699,486",-4.19,0,0,0,0,0,"-793,699,486","-772,351,084","-1,557,559,352",0,"53,732,009","-513,944,082","9,083,368","1,236,336,973","-1,566,050,570","-1,566,050,570",-8.28,0,0,"-1,566,050,570",-0.46,"159,520,528","1,717,079,880","-86,632,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,4,상반기,2분기,IS(별도),계획,"20,739,707,223","20,739,707,223",0,,"12,270,443,285","11,692,592,835","577,850,450",2.79,0,0,0,0,0,"577,850,450","274,481,427","-1,500,137,809",0,0,"1,785,619,236",0,"-11,000,000","852,331,877",,4.11,"206,264,314",0,"646,067,563",0.37,"61,202,526","1,561,340,335","1,294,421,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,4,상반기,2분기,IS(별도),실적,"22,820,304,012","22,820,304,012",0,0,"11,668,078,337","10,615,174,318","1,052,904,019",4.61,0,0,0,0,0,"1,052,904,019","1,859,821,679","-1,610,207,737",0,"-498,394,199","3,637,228,216","4,256,684","326,938,715","2,912,725,698","2,912,725,698",12.76,0,0,"2,912,725,698",0.62,"88,788,926","1,698,996,663","1,746,426,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,5,상반기,2분기,IS(별도),계획,"23,450,747,122","23,450,747,122",0,,"13,670,705,886","11,682,461,875","1,988,244,011",8.48,0,0,0,0,0,"1,988,244,011","417,204,482","-1,531,771,064",0,0,"1,961,975,545",0,"-12,999,999","2,405,448,493",,10.26,"582,118,535",0,"1,823,329,958",1.25,"61,872,011","1,593,643,075","2,705,819,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,5,상반기,2분기,IS(별도),실적,"20,335,761,714","20,335,761,714",0,0,"11,501,751,686","9,657,300,794","1,844,450,892",9.07,0,0,0,0,0,"1,844,450,892","4,090,140,787","-1,646,159,186",0,"379,098,672","5,391,791,640",0,"-34,590,339","5,934,591,679","5,934,591,679",29.18,0,0,"5,934,591,679",1.06,"91,324,340","1,737,483,526","2,541,031,022","1,171.51","4,708.35",1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,6,상반기,2분기,IS(별도),계획,"25,020,598,879","25,020,598,879",0,,"13,722,525,481","12,448,034,703","1,274,490,778",5.09,0,0,0,0,0,"1,274,490,778","946,772,957","-1,500,635,087",0,0,"2,427,408,044",0,"20,000,000","2,221,263,735",,8.88,"537,545,824",0,"1,683,717,911",0.82,"60,934,804","1,561,569,891","1,999,062,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,6,상반기,2분기,IS(별도),실적,"20,147,850,098","20,147,850,098",0,0,"12,004,603,127","10,479,498,215","1,525,104,912",7.57,0,0,0,0,0,"1,525,104,912","-7,564,201,160","-1,552,345,333",0,"156,813,961","-5,713,925,858","-9,785,000","-444,958,930","-6,039,096,248","-6,039,096,248",-29.97,0,0,"-6,039,096,248",0.89,"151,706,888","1,704,052,221","2,221,639,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,7,하반기,3분기,IS(별도),계획,"17,862,359,625","17,862,359,625",0,,"10,753,967,715","9,529,181,063","1,224,786,652",6.86,0,0,0,0,0,"1,224,786,652","1,126,415,676","-1,620,682,813",0,0,"2,127,098,490",0,"619,999,999","2,351,202,328",,13.16,"568,990,963",0,"1,782,211,365",0.73,"61,602,901","1,682,285,714","1,950,228,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,7,하반기,3분기,IS(별도),실적,"17,818,592,234","17,818,592,234",0,0,"10,900,865,554","9,999,109,037","901,756,517",5.06,0,0,0,0,0,"901,756,517","5,491,528,116","-1,648,360,051",0,"277,277,061","6,096,328,102",0,"766,283,004","6,393,284,633","6,393,284,633",35.88,0,0,"6,393,284,633",0.52,"79,256,989","1,727,617,040","1,599,324,462","1,144.09","4,855.79",1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,8,하반기,3분기,IS(별도),계획,"16,079,580,408","16,079,580,408",0,,"9,391,447,810","8,566,624,627","824,823,183",5.13,0,0,0,0,0,"824,823,183","483,600,088","-1,651,437,304",0,0,"2,145,037,393",0,"-10,000,001","1,308,423,271",,8.14,"316,638,432",0,"991,784,839",0.48,"61,467,298","1,712,904,602","1,563,043,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,8,하반기,3분기,IS(별도),실적,"15,708,332,894","15,708,332,894",0,0,"9,526,194,636","8,633,655,190","892,539,446",5.68,0,0,0,0,0,"892,539,446","-1,385,746","-1,680,366,254",0,"-145,842,210","1,664,002,745","26,494,140","134,325,833","891,153,700","891,153,700",5.67,0,0,"891,153,700",0.51,"77,837,687","1,758,203,941","1,541,857,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,9,하반기,3분기,IS(별도),계획,"20,916,139,423","20,916,139,423",0,,"10,351,344,137","11,611,901,477","-1,260,557,340",-6.03,0,0,0,0,0,"-1,260,557,340","467,753,852","-1,603,703,328",0,0,"2,131,457,180",0,"-60,000,000","-792,803,488",,-3.79,"-191,858,444",0,"-600,945,044",-0.76,"60,527,991","1,664,231,319","-522,792,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,9,하반기,3분기,IS(별도),실적,"16,154,301,006","16,154,301,006",0,0,"5,403,103,055","9,059,487,441","-3,656,384,386",-22.63,0,0,0,0,0,"-3,656,384,386","-7,439,615,400","-1,468,619,205",0,"-68,092,841","-5,184,068,909","52,146,989","-770,981,434","-11,095,999,786","-11,095,999,786",-68.69,0,0,"-11,095,999,786",-2.06,"306,773,816","1,775,393,021","-2,978,538,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,10,하반기,4분기,IS(별도),계획,"24,550,961,504","24,550,961,504",0,,"13,804,603,299","11,949,132,469","1,855,470,830",7.56,0,0,0,0,0,"1,855,470,830","545,090,823","-1,631,562,858",0,0,"2,240,153,681",0,"-63,500,000","2,400,561,653",,9.78,"580,935,920",0,"1,819,625,733",1.1,"61,193,978","1,692,756,836","2,594,406,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,10,하반기,4분기,IS(별도),실적,"19,433,101,976","19,433,101,976",0,0,"11,410,639,573","10,563,142,177","847,497,396",4.36,0,0,0,0,0,"847,497,396","-2,933,983,556","-1,607,921,719",0,"-105,942,638","-1,783,535,086",0,"563,415,887","-2,086,486,160","-2,086,486,160",-10.74,0,0,"-2,086,486,160",0.47,"181,948,022","1,789,869,741","1,462,882,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,11,하반기,4분기,IS(별도),계획,"24,137,380,819","24,137,380,819",0,,"13,934,631,433","11,312,053,514","2,622,577,919",10.87,0,0,0,0,0,"2,622,577,919","1,028,866,217","-1,576,608,753",0,0,"2,195,474,969",0,"410,000,001","3,651,444,136",,15.13,"883,649,481",0,"2,767,794,655",1.6,"60,253,254","1,636,862,007","3,367,470,419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,11,하반기,4분기,IS(별도),실적,"19,626,789,346","19,626,789,346",0,0,"11,279,273,246","9,986,712,187","1,292,561,059",6.59,0,0,0,0,0,"1,292,561,059","8,964,709,262","-1,642,306,805",0,"347,307,532","10,247,004,903","10,000,000","2,703,632","10,257,270,321","10,257,270,321",52.26,0,0,"10,257,270,321",0.74,"103,773,902","1,746,080,707","1,908,129,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,12,하반기,4분기,IS(별도),계획,"24,694,197,552","24,694,197,552",0,,"13,449,207,854","11,737,727,056","1,711,480,798",6.93,0,0,0,0,0,"1,711,480,798","-2,046,006,087","-1,646,737,239",0,0,"2,350,576,151",0,"-2,749,844,999","-334,525,289",,-1.35,"-80,955,120",0,"-253,570,169",1,"60,917,816","1,707,655,055","2,456,009,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2023,12,하반기,4분기,IS(별도),실적,"18,722,437,252","18,722,437,252",0,0,"11,522,466,692","10,315,856,401","1,206,610,291",6.44,0,0,0,0,0,"1,206,610,291","-5,117,551,362","-1,672,557,036",0,"44,207,610","-1,928,761,663","-7,000","-1,560,433,273","-3,910,941,071","-3,910,941,071",-20.89,0,0,"-3,910,941,071",0.67,"123,210,682","1,795,767,718","1,823,750,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,네트웍스,2024,1,상반기,1분기,IS(별도),계획,"15,024,352,355","15,024,352,355",0,,"9,342,723,601","10,170,759,480","-828,035,879",-5.51,0,0,0,0,0,"-828,035,879","895,817,063","-1,807,417,742",0,0,"2,743,234,123",0,"-39,999,318","67,781,184",,0.45,"16,403,047",0,"51,378,137",-0.43,"114,893,724","1,922,311,466","-57,056,575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
